Cost Comparison of On-Prem IT vs. Public Cloud for Google Demo Customer
,
Applied Filters
None
,
Additional Settings
Public Clouds Included,GCVE
Compare On-Prem IT as Configured to GCVE including only powered on VMs with rightsizing,No
,
On-Prem IT Cloud Simulator Settings
Physical Host System Cost,"$8,000"
Hardware/ Software Depreciation Term,5 years
Shared Storage Cost/ GB,$6.00
Average Host RAM Cost/ GB,$24.00
vSphere Support,Production
Hypervisor/ELA Discount,15%
Annual License Cost/ VM,$350
Annual License Cost/ Host,"$12,000"
Environmental Costs Excluded,No
Average Watts/ Host,"430"
Cost/ kWh Electricity,$0.105
Cooling to Power Ratio,"1.8"
,
Google Cloud VMware Engine Simulator Settings
Maximum CPU Oversubscription,Optimal - Hosts by CPU Demand
Dedupe / Compression Ratio,3:1
Storage Faults To Tolerate (FTT) / RAID,FTT 1 (Raid 1)
Allow VMware Horizon,Yes
GCP Location,Los Angeles (us-west2)
Term Length,3 Years
Secondary Storage Type,Google Cloud Storage
Secondary Storage Size (GB),"1,024 GB"
,
Rightsizing Criteria
Instance Rightsizing,
Rightsize VMs using,99th %-ile vCPU and Peak vRAM Usage
Additional vCPU Headroom,0%
Do not resize below CPU and Memory reservations,No
,
Cluster Rightsizing,
Additional vCPU Headroom,Current vCPU Peak Demand
Additional vRAM Headroom,Current vRAM Peak Usage
Additional Storage Headroom,Current Storage Configured
,
Other Rightsizing,
Rightsize VMs using,99th %-ile vCPU and Peak vRAM Usage
Do not resize below CPU and Memory reservations,No
Extra vCPU Headroom,0%
Extra vRAM Headroom,0%
Extra Storage (GB),"0"
,
Summary Table Data,
Cloud,Total VMs,Supported VMs,Cost of On Prem-IT Portion as Configured,Average Cost /VM for On Prem-IT Portion as Configured,Cost of Public Cloud Portion as Configured,Average Cost /VM for Public Cloud Portion as Configured,Total Cost as Configured,Overall Average Cost /VM as Configured,Cost of On Prem-IT Portion Rightsized,Average Cost /VM for On Prem-IT Portion Rightsized,Cost of Public Cloud Portion Rightsized,Average Cost /VM for Public Cloud Portion Rightsized,Total Cost Rightsized,Overall Average Cost /VM Rightsized
On-Prem IT,629,629,1117796,1777,0,0,1117796,1777,1114265,1771,0,0,1114265,1771
GCVE,629,629,0,0,948990,1508,948990,1508,0,0,948990,1508,948990,1508
,
Table Data
VM Name,Tags,VM State,Guest OS,On-Prem IT VM Cost /Year ($),On-Prem IT Adjusted Consumed VM Cost / Year ($),On-Prem IT VM Cost /Year As Configured ($),On-Prem IT VM Cost /Year Rightsized ($),Google Cloud VMware Engine As Configured ($),Google Cloud VMware Engine Rightsized ($),vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-122319,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),945,887,945,887,Supported,Supported,8,49,11,5,3.00,100,864,860,673,4691,55.00,demo.google.com,Cluster-c473761
VM-1399120,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),922,862,922,862,Supported,Supported,8,23,7,3,8.00,88,49,15,47,1940,45.00,demo.google.com,Cluster-c473761
VM-1308590,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),922,922,922,922,Supported,Supported,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-848311,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1413,1413,1413,1413,Supported,Supported,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-316900,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),704,704,704,704,Supported,Supported,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-877250,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1416,1416,1416,1416,Supported,Supported,4,,,,8.00,,,,,,201.00,demo.google.com,Cluster-c473761
VM-29677,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 (32-bit),1016,1007,1016,1007,Supported,Supported,2,73,7,3,4.00,94,579,554,146,1218,90.00,demo.google.com,Cluster-c473761
VM-2880486,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1357,1340,1357,1340,Supported,Supported,10,100,78,70,36.00,100,1970,1907,1767,2064,150.00,demo.google.com,Cluster-c473761
VM-1255749,PoweredOn,Powered Off,Microsoft Windows Server 2008 (32-bit),2232,2232,2232,2232,Supported,Supported,2,,,,4.00,,,,,,450.00,demo.google.com,Cluster-c473761
VM-2791617,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1110,1110,1110,1110,Supported,Supported,2,,,,8.00,,,,,,115.00,demo.google.com,Cluster-c344303
VM-869273,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),7166,7166,7166,7166,Supported,Supported,16,,,,96.00,,,,,,1815.00,demo.google.com,Cluster-c473761
VM-2548537,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1672,1672,1672,1672,Supported,Supported,12,,,,64.00,,,,,,220.00,demo.google.com,Cluster-c473761
VM-866461,PoweredOn,Powered On,CentOS 4/5/6/7 (64-bit),868,868,868,868,Supported,Supported,1,49,1,1,2.00,99,67,4,67,1130,50.00,demo.google.com,Cluster-c473761
VM-204675,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1054,1054,1054,1054,Supported,Supported,2,,,,6.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1454057,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),924,915,924,915,Supported,Supported,2,8,1,1,8.00,98,15,2,15,81,60.00,demo.google.com,Cluster-c473761
VM-606043,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-913609,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3166012,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,1300,1300,1300,Supported,Supported,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-567854,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1126,1126,1126,1126,Supported,Supported,8,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3298980,PoweredOn,Powered On,Other Linux (32-bit),800,797,800,797,Supported,Supported,1,31,1,1,2.00,36,893,867,26,4696,30.00,demo.google.com,Cluster-c473761
VM-3300550,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),743,742,743,742,Supported,Supported,1,20,3,2,3.00,81,279,274,6,10,12.50,demo.google.com,Cluster-c473761
VM-2955565,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),881,881,881,881,Supported,Supported,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-2872248,PoweredOn,Powered On,Other 3.x or later Linux (64-bit),1612,1579,1612,1579,Supported,Supported,6,41,26,21,14.00,100,998,869,477,6552,250.00,demo.google.com,Cluster-c473761
VM-1261690,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),1388,1388,1388,1388,Supported,Supported,2,,,,4.00,,,,,,200.00,demo.google.com,Cluster-c862031
VM-1962736,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1720,1720,1720,1720,Supported,Supported,8,,,,40.00,,,,,,260.00,demo.google.com,Cluster-c473761
VM-1485235,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1518,1518,1518,1518,Supported,Supported,8,,,,40.00,,,,,,200.00,demo.google.com,Cluster-c472963
VM-1432840,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),702,702,702,702,Supported,Supported,1,,,,0.25,,,,,,2.00,demo.google.com,Cluster-c473761
VM-113501,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1312,1312,1312,1312,Supported,Supported,2,,,,8.00,,,,,,175.00,demo.google.com,Cluster-c862031
VM-62797,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1129,1129,1129,1129,Supported,Supported,8,,,,16.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-71265,PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),4186,4186,4186,4186,Supported,Supported,6,100,100,95,32.00,100,8696,8654,1440,5713,1000.00,demo.google.com,Cluster-c473761
VM-64060,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1413,1413,1413,1413,Supported,Supported,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-62887,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1099,1099,1099,1099,Supported,Supported,8,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3165806,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1251,1251,1251,1251,Supported,Supported,6,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-454902,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-122356,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),781,781,781,781,Supported,Supported,1,100,67,19,1.00,100,624,510,305,1067,25.00,demo.google.com,Cluster-c473761
VM-125425,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1750,1750,1750,1750,Supported,Supported,4,,,,8.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-3270565,PoweredOn,Powered On,Linux 3.10.0-957.el7.x86_64 CentOS Linux release 7.8.2003 (Core),881,873,881,873,Supported,Supported,2,89,8,5,4.00,100,383,156,367,10254,50.00,demo.google.com,Cluster-c473761
VM-122694,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1557,1557,1557,1557,Supported,Supported,2,,,,4.00,,,,,,250.00,demo.google.com,Cluster-c473761
VM-1821086,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1582,1582,1582,1582,Supported,Supported,4,,,,8.00,,,,,,250.00,demo.google.com,Cluster-c473761
VM-3296509,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1246,1246,1246,1246,Supported,Supported,2,100,61,11,16.00,100,1310,1310,918,1033,150.00,demo.google.com,Cluster-c473761
VM-2752210,PoweredOn,Powered On,Ubuntu Linux (64-bit),778,767,778,767,Supported,Supported,2,5,1,1,4.00,78,12,0,12,2913,19.53,demo.google.com,Cluster-c473761
VM-1131228,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),767,767,767,767,Supported,Supported,1,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-167582,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),5082,5082,5082,5082,Supported,Supported,10,,,,40.00,,,,,,1250.00,demo.google.com,Cluster-c472963
VM-616420,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),813,805,813,805,Supported,Supported,2,100,3,2,4.00,100,1376,1374,427,5112,30.00,demo.google.com,Cluster-c473761
VM-414301,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1077,1077,1077,1077,Supported,Supported,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-46779,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),2132,2132,2132,2132,Supported,Supported,6,,,,20.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-27839,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-931949,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2196,2196,2196,2196,Supported,Supported,4,,,,8.00,,,,,,432.00,demo.google.com,Cluster-c473761
VM-113466,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1464,1464,1464,1464,Supported,Supported,8,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c344303
VM-3297133,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1752,1752,1752,1752,Supported,Supported,2,100,100,64,16.00,100,1913,1911,1300,3073,300.00,demo.google.com,Cluster-c473761
VM-1455663,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1518,1518,1518,1518,Supported,Supported,8,,,,40.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2163908,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,1007,1007,1007,Supported,Supported,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-2843498,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1413,1413,1413,1413,Supported,Supported,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c472963
VM-2010963,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1954,1954,1954,1954,Supported,Supported,6,,,,16.00,,,,,,350.00,demo.google.com,Cluster-c473761
VM-1545961_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,902,902,902,Supported,Supported,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-2704876,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),813,813,813,813,Supported,Supported,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2908607,PoweredOn,Powered On,Linux 4.19.52 Other Linux 4.x or later kernel,927,919,927,919,Supported,Supported,2,100,53,19,8.00,56,187,173,49,5169,61.00,demo.google.com,Cluster-c473761
VM-3166089,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,1300,1300,1300,Supported,Supported,12,100,100,53,56.00,100,2446,1380,1981,1011,115.00,demo.google.com,Cluster-c473761
VM-2753857,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,1007,1007,1007,Supported,Supported,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-1641542,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),969,969,969,969,Supported,Supported,4,,,,6.00,,,,,,70.00,demo.google.com,Cluster-c473761
VM-186812,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1210,1210,1210,1210,Supported,Supported,3,,,,10.00,,,,,,141.00,demo.google.com,Cluster-c473761
VM-9209,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1228,1228,1228,1228,Supported,Supported,2,,,,8.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-2998491,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),813,800,813,800,Supported,Supported,2,12,1,1,4.00,54,51,8,44,502,30.00,demo.google.com,Cluster-c473761
VM-1084859_replica,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1804,1804,1804,1804,Supported,Supported,8,,,,32.00,,,,,,290.00,demo.google.com,Cluster-c344303
VM-92543,PoweredOn,Powered Off,Ubuntu Linux (64-bit),1328,1328,1328,1328,Supported,Supported,4,,,,8.00,,,,,,175.00,demo.google.com,Cluster-c472963
VM-1906064,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1068,1068,1068,1068,Supported,Supported,4,,,,20.00,,,,,,90.00,demo.google.com,Cluster-c473761
VM-414312,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),881,881,881,881,Supported,Supported,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c862031
VM-183410,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1755,1755,1755,1755,Supported,Supported,4,,,,10.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-62803,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1434,1418,1434,1418,Supported,Supported,4,62,32,4,16.00,100,570,29,570,2946,201.00,demo.google.com,Cluster-c473761
VM-274816,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1110,1110,1110,1110,Supported,Supported,6,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-113678,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2126,2126,2126,2126,Supported,Supported,2,,,,32.00,,,,,,400.00,demo.google.com,Cluster-c344303
VM-160780,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1108,1108,1108,1108,Supported,Supported,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-113488,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),5217,5217,5217,5217,Supported,Supported,2,,,,2.00,,,,,,1335.00,demo.google.com,Cluster-c472963
VM-788297,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1690,1690,1690,1690,Supported,Supported,8,,,,40.00,,,,,,251.00,demo.google.com,Cluster-c473761
VM-728342,PoweredOn,Powered Off,FreeBSD (64-bit),775,775,775,775,Supported,Supported,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-2186371,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),1111,1037,1111,1037,Supported,Supported,4,1,0,0,24.00,8,15,0,15,41,100.00,demo.google.com,Cluster-c473761
VM-783970,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3098,3098,3098,3098,Supported,Supported,4,,,,6.00,,,,,,700.00,demo.google.com,Cluster-c473761
VM-1991540,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,1203,1228,1203,Supported,Supported,4,100,18,8,16.00,100,2476,2472,1478,22958,140.00,demo.google.com,Cluster-c473761
VM-29655,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-123079,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1937,1921,1937,1921,Supported,Supported,4,100,32,13,16.00,100,9763,9753,901,1099,350.00,demo.google.com,Cluster-c473761
VM-175067,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2120,2120,2120,2120,Supported,Supported,4,,,,22.00,,,,,,400.00,demo.google.com,Cluster-c472963
VM-122387,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),1076,1075,1076,1075,Supported,Supported,1,100,81,16,4.00,94,1551,1536,787,1035,110.00,demo.google.com,Cluster-c473761
VM-1428099,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1188,1188,1188,1188,Supported,Supported,10,,,,36.00,,,,,,100.00,demo.google.com,Cluster-c472963
VM-113685,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2832,2832,2832,2832,Supported,Supported,4,,,,8.00,,,,,,620.00,demo.google.com,Cluster-c344303
VM-3300832,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),881,873,881,873,Supported,Supported,2,76,22,2,4.00,100,1668,1542,126,32,50.00,demo.google.com,Cluster-c473761
VM-1495798,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1093,1077,1093,1077,Supported,Supported,4,85,30,29,16.00,100,1360,609,1360,1427,100.00,demo.google.com,Cluster-c473761
VM-1912517,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),817,817,817,817,Supported,Supported,1,,,,2.00,,,,,,35.00,demo.google.com,Cluster-c473761
VM-128769,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),870,870,870,870,Supported,Supported,1,100,25,3,3.00,100,2252,1465,1337,367,50.00,demo.google.com,Cluster-c473761
VM-3231989,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),699,699,699,699,Supported,Supported,1,,,,2.00,,,,,,0.10,demo.google.com,Cluster-c473761
VM-702,PoweredOn,Powered On,Other Linux (32-bit),902,902,902,902,Supported,Supported,1,15,1,0,2.00,99,10,3,10,566,60.00,demo.google.com,Cluster-c473761
VM-1367533,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),913,913,913,913,Supported,Supported,8,,,,4.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-3300384,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),743,742,743,742,Supported,Supported,1,92,32,7,3.00,84,2722,2721,7,147,12.50,demo.google.com,Cluster-c473761
VM-427185,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1093,1093,1093,1093,Supported,Supported,4,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-567857,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1413,1413,1413,1413,Supported,Supported,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-3111845,PoweredOn,Powered On,"Linux 4.9.194 NAME=Buildroot
VERSION=2019.02.6
ID=buildroot
VERSION_ID=2019.02.6
PRETTY_NAME=""Buildroot 2019.02.6""
APPLIANCE_VERSION=""v2.4.0""",762,753,762,753,Supported,Supported,2,100,47,8,8.00,100,18,0,18,5637,12.00,demo.google.com,Cluster-c473761
VM-1962747,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1350,1350,1350,1350,Supported,Supported,4,,,,40.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-27841,PoweredOn,Powered Off,Other Linux (32-bit),698,698,698,698,Supported,Supported,1,100,1,1,0.13,100,0,0,0,0,1.00,demo.google.com,Cluster-c473761
VM-3008490,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),930,872,930,872,Supported,Supported,8,23,1,1,4.00,100,253,138,252,1216,50.00,demo.google.com,Cluster-c473761
VM-2716982,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),847,847,847,847,Supported,Supported,2,,,,4.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-1493143,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2444,2444,2444,2444,Supported,Supported,4,,,,16.00,,,,,,499.87,demo.google.com,Cluster-c344303
VM-1820994,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1431,1431,1431,1431,Supported,Supported,4,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-446044_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,902,902,902,Supported,Supported,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-122619,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),868,868,868,868,Supported,Supported,1,100,100,5,2.00,100,1335,1332,1154,14815,50.00,demo.google.com,Cluster-c473761
VM-515887,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1050,1050,1050,1050,Supported,Supported,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-140368,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1113,1113,1113,1113,Supported,Supported,8,,,,10.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1827613,PoweredOn,Powered Off,Other Linux (64-bit),4196,4196,4196,4196,Supported,Supported,4,,,,8.00,,,,,,1024.00,demo.google.com,Cluster-c473761
VM-427174,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1093,1093,1093,1093,Supported,Supported,4,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3154846,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,1300,1300,1300,Supported,Supported,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-3077900,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),822,822,822,822,Supported,Supported,2,,,,8.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2727376,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),991,982,991,982,Supported,Supported,2,48,5,3,8.00,98,62,0,62,5489,80.00,demo.google.com,Cluster-c473761
VM-2659415,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2073,2057,2073,2057,Supported,Supported,4,79,37,30,16.00,99,762,102,759,1688,390.00,demo.google.com,Cluster-c473761
VM-2011107,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1211,1211,1211,1211,Supported,Supported,8,,,,24.00,,,,,,120.00,demo.google.com,Cluster-c473761
VM-122380,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2183,2183,2183,2183,Supported,Supported,2,,,,12.00,,,,,,430.00,demo.google.com,Cluster-c473761
VM-3285700,PoweredOn,Powered Off,Microsoft Windows Server 2003 (64-bit),7419,7419,7419,7419,Supported,Supported,8,,,,31.99,,,,,,1952.11,demo.google.com,Cluster-c473761
VM-167581,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1597,1597,1597,1597,Supported,Supported,2,,,,22.00,,,,,,250.00,demo.google.com,Cluster-c472963
VM-1106428,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),1725,1725,1725,1725,Supported,Supported,1,,,,8.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-1746558,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,1075,1075,1075,Supported,Supported,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-122750,Hadoop;PoweredOn,Powered Off,Red Hat Enterprise Linux 5 (64-bit),697,697,697,697,Supported,Supported,1,,,,1.00,,,,,,0.10,demo.google.com,Cluster-c473761
VM-1630754,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),924,924,924,924,Supported,Supported,2,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-169416,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1130,1121,1130,1121,Supported,Supported,3,100,41,10,6.00,100,2550,2526,968,2633,120.00,demo.google.com,Cluster-c473761
VM-2444291,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),1093,1054,1093,1054,Supported,Supported,4,4,1,0,16.00,60,18,0,18,434,100.00,demo.google.com,Cluster-c473761
VM-29638,PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),881,881,881,881,Supported,Supported,2,100,56,34,4.00,100,3317,2397,1690,4176,50.00,demo.google.com,Cluster-c473761
VM-879746,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),881,881,881,881,Supported,Supported,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-316862,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),704,704,704,704,Supported,Supported,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-428148,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,1219,1228,1219,Supported,Supported,2,100,13,2,8.00,100,598,595,83,1107,150.00,demo.google.com,Cluster-c473761
VM-1399121,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),922,864,922,864,Supported,Supported,8,35,7,4,8.00,100,105,103,46,3708,45.00,demo.google.com,Cluster-c473761
