Google Cloud VMware Engine Simulator for Google Demo Customer
,
Applied Filters
vCenter,demo.google.com
Datacenter,Datacenter-2
VM Support Filter,All Supported VMs
,
Card Settings
Maximum CPU Oversubscription,Optimal - Hosts by CPU Demand
Dedupe / Compression Ratio,3:1
Storage Faults To Tolerate (FTT) / RAID,FTT 1 (Raid 1)
Allow VMware Horizon,Yes
GCP Location,Los Angeles (us-west2)
Term Length,3 Years
Secondary Storage Type,Google Cloud Storage
Secondary Storage Size (GB),"1,024 GB"
,
Rightsizing Criteria
Additional vCPU Headroom,Current vCPU Peak Demand
Additional vRAM Headroom,Current vRAM Peak Usage
Additional vSAN Storage Headroom,Current vSAN Storage Configured
,
Annual GCVE Cost,$948990
,
Cloud Environment Recommendation
Hosts,"19"
Host Type,ve1-standard-72
Host Placement,
Cluster #1,16 Hosts
Cluster #2,3 Hosts
,
Table Data
VM Name,Tags,VM State,Guest OS,vCPU,Cores per Socket,vCPU Peak Demand (GHz),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vDisk Used (GB),Additional Storage (GB),Snapshots,Datastores,Networks,GCP Cluster,GCP VPC,vCenter Name,Cluster Name
VM-2882132,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),6,2,,16.00,,,,,,140.00,71.74,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-515885_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,16.00,,,,,,100.00,79.64,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-288630,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2,2,,8.00,,,,,,100.00,70.47,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-288636,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,,8.00,,,,,,151.00,118.63,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2899373,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),2,2,,6.00,,,,,,400.00,362.14,0.00,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2908607,PoweredOn,Powered On,Linux 4.19.52 Other Linux 4.x or later kernel,2,2,5.76,8.00,56,187,173,49,5169,61.00,45.32,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2908762,PoweredOn,Powered Off,Other 2.6.x Linux (32-bit),2,1,,1.00,,,,,,61.00,2.44,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-291688,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,100.00,75.68,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-292310,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,24.00,,,,,,650.00,466.75,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2950524,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),4,2,4.89,16.00,100,342,334,92,1178,50.00,46.42,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2955565,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,50.00,29.45,0.00,0,1,8,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2957012,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,1275.00,1114.57,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2957014,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,2326.00,2004.22,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-2962951,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,300.00,289.97,,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-29638,PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),2,1,5.79,4.00,100,3317,2397,1690,4176,50.00,50.00,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-29655,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.89,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-29663,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.95,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-29677,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 (32-bit),2,1,3.97,4.00,94,579,554,146,1218,90.00,78.51,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2998491,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,0.54,4.00,54,51,8,44,502,30.00,25.23,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-2998594,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,4,,8.00,,,,,,900.00,427.46,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3004731,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),16,8,7.44,16.00,100,956,956,914,1912,201.00,149.54,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3008472,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),12,4,27.96,24.00,100,2730,1412,2730,2291,210.00,201.98,0.00,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3008490,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),8,4,2.64,4.00,100,253,138,252,1216,50.00,33.44,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3028160,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,16.00,,,,,,290.00,31.25,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-3053071,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,2,,8.00,,,,,,254.00,155.32,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3054687,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),2,2,5.64,8.00,100,2144,1646,2038,1610,100.00,51.24,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-306002,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,8,,16.00,,,,,,200.00,198.20,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3077900,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,30.00,29.28,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3097587,PoweredOn,Powered Off,FreeBSD (64-bit),2,2,,8.00,,,,,,299.00,8.19,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3104113,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1,1,,2.00,,,,,,360.00,64.33,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3111843,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,1,,8.00,,,,,,512.00,163.27,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3111845,PoweredOn,Powered On,"Linux 4.9.194 NAME=Buildroot
VERSION=2019.02.6
ID=buildroot
VERSION_ID=2019.02.6
PRETTY_NAME=""Buildroot 2019.02.6""
APPLIANCE_VERSION=""v2.4.0""",2,1,4.12,8.00,100,18,0,18,5637,12.00,1.97,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3113286,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,2,,8.00,,,,,,80.00,74.66,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3126974,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,4.00,,,,,,60.00,58.09,0.00,0,1,2,Cluster #2,VPC #1,demo.google.com,Cluster-c862031
VM-3154800,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,56.00,,,,,,115.00,113.38,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3154846,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,56.00,,,,,,115.00,113.25,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3155028,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),10,5,,40.00,,,,,,1250.00,1222.86,,3,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3165806,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),6,6,,56.00,,,,,,115.00,108.79,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3165880,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,33.60,56.00,100,2177,1513,2172,8441,115.00,114.72,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3165924,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,56.00,,,,,,115.00,114.66,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3165996,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,34.52,56.00,100,3058,1133,3056,5185,115.00,114.59,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3166011,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,33.20,56.00,100,1771,1449,1688,1047,115.00,114.72,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3166012,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,56.00,,,,,,115.00,114.62,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3166030,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,33.75,56.00,100,1794,1145,1787,3956,115.00,114.39,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3166088,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,56.00,,,,,,115.00,113.99,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3166089,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,33.58,56.00,100,2446,1380,1981,1011,115.00,114.12,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3166090,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,32.63,56.00,100,1917,1080,1916,2293,115.00,114.29,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3166252,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,34.82,56.00,100,1729,1515,1729,2701,115.00,114.46,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3166571,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.89,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3167564,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.89,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-316838,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,1.00,,,,,,2.00,1.14,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-316849,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,1.00,,,,,,22.00,21.57,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-316859,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,1.00,,,,,,2.00,1.04,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-316861,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,1.00,,,,,,2.00,0.98,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-316862,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,1.00,,,,,,2.00,0.98,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-316898,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,1.00,,,,,,2.00,1.03,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-316900,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),1,1,,1.00,,,,,,2.00,0.98,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3169289,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,65.00,57.74,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3178933,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,3650.00,1252.42,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-31791,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),8,2,20.26,16.00,100,3872,3332,2024,861,435.00,386.05,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3188801,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),4,2,4.88,8.00,100,1332,1286,110,2459,40.00,27.00,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3188949,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,0.13,,,,,,1.00,0.89,,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3213330,PoweredOn,Powered Off,Ubuntu Linux (64-bit),4,2,,8.00,,,,,,20.00,5.11,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3214649,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),4,2,,8.00,,,,,,50.00,2.27,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3226386,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,1430.00,1135.29,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3231883,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2,2,,8.00,,,,,,65.00,30.37,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3231989,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),1,1,,2.00,,,,,,0.10,0.00,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3232100,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,56.00,,,,,,115.00,71.63,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3232119,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),12,6,,56.00,,,,,,115.00,74.51,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3233309,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),12,6,26.97,56.00,100,1803,1151,1762,1179,115.00,114.12,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3266163,PoweredOn,Powered Off,Ubuntu Linux (64-bit),4,4,,7.81,,,,,,260.19,263.21,,3,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3270565,PoweredOn,Powered On,Linux 3.10.0-957.el7.x86_64 CentOS Linux release 7.8.2003 (Core),2,2,3.72,4.00,100,383,156,367,10254,50.00,6.65,0.11,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3277408,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8,4,,72.00,,,,,,2466.00,1296.21,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3279807,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),12,6,,80.00,,,,,,4600.00,4171.60,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3281612,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),4,4,,8.00,,,,,,160.00,55.71,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3285700,PoweredOn,Powered Off,Microsoft Windows Server 2003 (64-bit),8,8,,31.99,,,,,,1952.11,1503.03,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3287570,PoweredOn,Powered Off,Microsoft Windows Server 2003 Standard (32-bit),1,1,,0.50,,,,,,20.00,12.14,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3290192,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),16,16,,7.98,,,,,,278.47,190.06,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c344303
VM-3292745,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),4,4,11.51,4.00,100,1846,1817,791,9307,49.87,33.12,0.00,0,1,3,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3292780,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1,1,2.89,2.00,100,4139,4139,930,5245,50.00,47.42,0.00,2,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3294939,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,4,,8.00,,,,,,900.00,440.69,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296304,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.81,16.00,100,1709,1536,1311,1235,150.00,112.33,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296306,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.65,16.00,100,1791,1642,1038,1428,150.00,105.73,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296345,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.84,16.00,100,1748,1747,940,739,150.00,114.06,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296500,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.62,16.00,100,1342,1342,1267,4489,150.00,113.47,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296507,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.26,16.00,98,1619,1520,1296,1876,150.00,91.94,0.00,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296509,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.58,16.00,100,1310,1310,918,1033,150.00,54.08,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296854,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,2.65,3.00,99,1996,1533,560,1175,374.52,101.30,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296907,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,4.13,8.00,98,985,848,980,1472,50.00,45.62,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3296911,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4,4,11.04,32.00,100,4867,4867,1158,1581,600.00,281.60,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3297124,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,5.48,16.00,89,1129,1127,440,453,159.87,91.49,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3297133,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.70,16.00,100,1913,1911,1300,3073,300.00,174.05,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3297554,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,2.18,3.00,98,1948,1948,6,849,12.50,12.50,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3297571,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),2,2,5.35,16.00,100,1918,1824,1169,3414,288.00,270.78,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3297762,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,3.08,4.00,75,1255,1247,399,358,40.00,33.75,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3297777,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,2.53,4.00,87,1327,1218,357,85,40.00,33.01,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298183,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),8,8,18.87,8.00,100,2429,2428,1060,3846,100.00,69.46,0.00,0,1,4,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298301,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,1,3.11,4.00,100,1412,1397,364,392,85.00,74.62,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298337,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2,2,3.48,8.00,65,1280,1269,399,977,95.00,76.17,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298352,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),8,4,8.64,8.00,72,1382,1325,1324,1562,50.00,37.24,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298359,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),8,4,7.10,4.00,100,3583,1452,3041,2028,90.50,89.50,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298381,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),8,4,22.00,8.00,100,1430,1296,852,2655,81.00,80.21,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298667,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4,4,10.80,32.00,100,4393,4297,2461,1812,501.00,453.55,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298827,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,2.00,,,,,,30.00,12.10,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298913,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4,2,5.44,4.00,100,1717,1653,752,1067,60.00,57.14,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298938,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),4,4,6.01,8.00,100,1903,1613,1899,291,100.50,79.29,0.00,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298975,PoweredOn,Powered Off,Other Linux (32-bit),1,1,,2.00,,,,,,30.00,0.00,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3298980,PoweredOn,Powered On,Other Linux (32-bit),1,1,0.47,2.00,36,893,867,26,4696,30.00,12.10,,0,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300384,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,2.60,3.00,84,2722,2721,7,147,12.50,12.50,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300385,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,0.17,3.00,83,96,95,6,5,12.50,12.50,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300386,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,0.10,3.00,83,277,262,15,277,12.50,12.50,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300543,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,0.24,3.00,82,47,45,4,310,12.50,12.50,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300550,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,0.37,3.00,81,279,274,6,10,12.50,12.50,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300551,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,2.70,3.00,86,975,810,586,344,1012.53,566.18,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300577,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,4,3.42,12.00,87,602,590,148,38,300.00,283.18,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300581,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),1,1,0.50,3.00,80,265,260,6,719,12.50,12.50,0.00,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300830,PoweredOn,Powered On,Red Hat Enterprise Linux 5 (32-bit),2,2,0.57,1.00,41,157,148,63,21,20.00,11.14,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300832,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),2,2,2.93,4.00,100,1668,1542,126,32,50.00,46.68,0.00,1,1,2,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-3300877,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),8,4,,8.00,,,,,,408.38,5.95,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
VM-34462,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),4,2,,8.00,,,,,,120.00,114.77,,0,1,1,Cluster #1,VPC #1,demo.google.com,Cluster-c473761
