GCP Cloud Simulator for Google Demo Customer
,
Applied Filters
vCenter,demo.google.com
Datacenter,Datacenter-2
VM Match Filter,All Matched VMs
,
Card Settings
GCP Location,Iowa (us-central1)
Storage Type,Zonal
Storage Media,Optimal
Instance CPU,Intel Based
Match to standard instances only,No
Exclude E2 instances,No
Consider GPUs when,GPUs Already in Place
Match to GPUs providing,Best Performance
Include Sole Tenant Nodes,Yes
Allow Oversubscription,Yes
BYO Microsoft Licenses,Yes
Exclude Live Migration Nodes,No
Allow Desktop OS/MSDN,No
Term Length,3 Years
Instance Class,Regular
BYO Linux Licenses,Yes
,
Rightsizing Criteria
Rightsize VMs using,VM as Configured
,
Table Data
VM Name,Tags,VM State,Guest OS,VM Cost / Year ($),Instance Cost Portion ($),Sole Tenant Node Cost Portion ($),GPU Cost Portion ($),OS Cost Portion ($),Storage Cost Portion ($),Instance,Instance vCPU,Instance vRAM (GB),Sole Tenant Node,GCP GPU,Storage Media,vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-2834268,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #12",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-291688,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),395,0,347,0,0,48,n1-custom,2,4.00," Node #3",0,HDD,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3300385,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),158,132,0,0,0,26,e2-medium,1,4.00,,0,SSD,1,9,2,2,3.00,83,96,95,6,5,12.50,demo.google.com,Cluster-c473761
VM-59849,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-122663,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),549,0,347,0,0,202,n1-custom,2,4.00," Node #1",0,HDD,2,,,,4.00,,,,,,420.00,demo.google.com,Cluster-c473761
VM-122712,Hadoop;PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),449,0,347,0,0,102,n1-custom,2,4.00," Node #6",0,SSD,2,100,17,3,4.00,100,1108,1054,701,3130,50.00,demo.google.com,Cluster-c473761
VM-1721311,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),562,0,466,0,0,96,n1-custom,2,8.00," Node #13",0,HDD,2,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-383336,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),419,0,347,0,0,72,n1-custom,2,4.00," Node #11",0,HDD,2,,,,4.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-3155028,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2930,0,2330,0,0,600,n1-custom,10,40.00," Node #5",0,HDD,10,,,,40.00,,,,,,1250.00,demo.google.com,Cluster-c473761
VM-888680,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1714,0,1637,0,0,77,n1-custom,6,32.00," Node #12",0,HDD,6,,,,32.00,,,,,,160.00,demo.google.com,Cluster-c344303
VM-1367551,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1170,0,1148,0,0,22,n1-custom,8,8.00," Node #8",0,HDD,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-274809,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1207,0,1159,0,0,48,n1-custom,6,16.00," Node #3",0,HDD,6,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1820913,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),933,0,693,0,0,240,n1-custom,4,8.00," Node #9",0,HDD,4,,,,8.00,,,,,,500.00,demo.google.com,Cluster-c473761
VM-123049,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),639,0,466,0,0,173,n1-custom,2,8.00," Node #10",0,HDD,2,,,,8.00,,,,,,360.00,demo.google.com,Cluster-c473761
VM-122719,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1476,0,884,0,0,592,n1-custom,2,22.00," Node #13",0,SSD,2,100,100,71,22.00,100,3796,3665,2214,1289,290.00,demo.google.com,Cluster-c473761
VM-727872,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3848,0,3320,0,0,528,n1-custom,4,96.00," Node #7",0,HDD,4,,,,96.00,,,,,,1100.00,demo.google.com,Cluster-c344303
VM-2876288,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),599,0,466,0,0,133,n1-custom,2,8.00," Node #7",0,SSD,2,73,7,2,8.00,64,708,679,566,1397,65.00,demo.google.com,Cluster-c473761
VM-414370,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),874,0,466,0,0,408,n1-custom,2,8.00," Node #5",0,SSD,2,100,31,13,8.00,100,2024,2017,751,991,200.00,demo.google.com,Cluster-c473761
VM-2429147,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),838,0,634,0,0,204,n1-custom,4,6.00," Node #3",0,SSD,4,100,3,1,6.00,100,924,762,800,1013,100.00,demo.google.com,Cluster-c473761
VM-1880064,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1270,0,1148,0,0,122,n1-custom,8,8.00," Node #6",0,SSD,8,48,10,6,8.00,100,923,778,918,324,60.00,demo.google.com,Cluster-c472963
VM-216386,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),587,0,347,0,0,240,n1-custom,2,4.00," Node #4",0,HDD,2,,,,4.00,,,,,,500.00,demo.google.com,Cluster-c344303
VM-3298827,PoweredOn,Powered Off,Other Linux (32-bit),146,132,0,0,0,14,e2-medium,1,4.00,,0,HDD,1,,,,2.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2859246,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1570,0,944,0,0,626,n1-custom,2,24.00," Node #5",0,HDD,2,,,,24.00,,,,,,1305.00,demo.google.com,Cluster-c344303
VM-78395,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1936,0,1864,0,0,72,n1-custom,8,32.00," Node #8",0,HDD,8,,,,32.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-122319,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1238,0,1126,0,0,112,n1-custom,8,7.25," Node #10",0,SSD,8,49,11,5,3.00,100,864,860,673,4691,55.00,demo.google.com,Cluster-c473761
VM-1399120,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1170,0,1148,0,0,22,n1-custom,8,8.00," Node #3",0,HDD,8,23,7,3,8.00,88,49,15,47,1940,45.00,demo.google.com,Cluster-c473761
VM-1308590,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1170,0,1148,0,0,22,n1-custom,8,8.00," Node #4",0,HDD,8,,,,8.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-848311,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),789,0,693,0,0,96,n1-custom,4,8.00," Node #1",0,HDD,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-316900,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),133,132,0,0,0,1,e2-medium,1,4.00,,0,HDD,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-877250,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),789,0,693,0,0,96,n1-custom,4,8.00," Node #2",0,HDD,4,,,,8.00,,,,,,201.00,demo.google.com,Cluster-c473761
VM-29677,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 (32-bit),531,0,347,0,0,184,n1-custom,2,4.00," Node #12",0,SSD,2,73,7,3,4.00,94,579,554,146,1218,90.00,demo.google.com,Cluster-c473761
VM-2880486,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2517,0,2211,0,0,306,n1-custom,10,36.00," Node #13",0,SSD,10,100,78,70,36.00,100,1970,1907,1767,2064,150.00,demo.google.com,Cluster-c473761
VM-1255749,PoweredOn,Powered Off,Microsoft Windows Server 2008 (32-bit),563,0,347,0,0,216,n1-custom,2,4.00," Node #13",0,HDD,2,,,,4.00,,,,,,450.00,demo.google.com,Cluster-c473761
VM-2791617,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),521,0,466,0,0,55,n1-custom,2,8.00," Node #5",0,HDD,2,,,,8.00,,,,,,115.00,demo.google.com,Cluster-c344303
VM-869273,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),5555,0,4684,0,0,871,n1-custom,16,96.00," Node #10",0,HDD,16,,,,96.00,,,,,,1815.00,demo.google.com,Cluster-c473761
VM-2548537,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3380,0,3274,0,0,106,n1-custom,12,64.00," Node #12",0,HDD,12,,,,64.00,,,,,,220.00,demo.google.com,Cluster-c473761
VM-866461,PoweredOn,Powered On,CentOS 4/5/6/7 (64-bit),156,132,0,0,0,24,e2-medium,1,4.00,,0,HDD,1,49,1,1,2.00,99,67,4,67,1130,50.00,demo.google.com,Cluster-c473761
VM-204675,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),454,0,406,0,0,48,n1-custom,2,6.00," Node #4",0,HDD,2,,,,6.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1454057,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),293,264,0,0,0,29,e2-standard-2,2,8.00,,0,HDD,2,8,1,1,8.00,98,15,2,15,81,60.00,demo.google.com,Cluster-c473761
VM-606043,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #7",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-913609,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #10",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3166012,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3090,0,3035,0,0,55,n1-custom,12,56.00," Node #3",0,HDD,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-567854,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1435,0,1387,0,0,48,n1-custom,8,16.00," Node #4",0,HDD,8,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3298980,PoweredOn,Powered On,Other Linux (32-bit),193,132,0,0,0,61,e2-medium,1,4.00,,0,SSD,1,31,1,1,2.00,36,893,867,26,4696,30.00,demo.google.com,Cluster-c473761
VM-3300550,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),158,132,0,0,0,26,e2-medium,1,4.00,,0,SSD,1,20,3,2,3.00,81,279,274,6,10,12.50,demo.google.com,Cluster-c473761
VM-2955565,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),371,0,347,0,0,24,n1-custom,2,4.00," Node #8",0,HDD,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-2872248,PoweredOn,Powered On,Other 3.x or later Linux (64-bit),1187,677,0,0,0,510,e2-custom,6,14.00,,0,SSD,6,41,26,21,14.00,100,998,869,477,6552,250.00,demo.google.com,Cluster-c473761
VM-1261690,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),314,218,0,0,0,96,e2-custom,2,4.00,,0,HDD,2,,,,4.00,,,,,,200.00,demo.google.com,Cluster-c862031
VM-1962736,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2228,0,2103,0,0,125,n1-custom,8,40.00," Node #7",0,HDD,8,,,,40.00,,,,,,260.00,demo.google.com,Cluster-c473761
VM-1485235,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2199,0,2103,0,0,96,n1-custom,8,40.00," Node #10",0,HDD,8,,,,40.00,,,,,,200.00,demo.google.com,Cluster-c472963
VM-1432840,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),133,132,0,0,0,1,e2-medium,1,4.00,,0,HDD,1,,,,0.25,,,,,,2.00,demo.google.com,Cluster-c473761
VM-113501,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),550,0,466,0,0,84,n1-custom,2,8.00," Node #9",0,HDD,2,,,,8.00,,,,,,175.00,demo.google.com,Cluster-c862031
VM-62797,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1435,0,1387,0,0,48,n1-custom,8,16.00," Node #1",0,HDD,8,,,,16.00,,,,,,101.00,demo.google.com,Cluster-c473761
VM-71265,PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),3677,0,1637,0,0,2040,n1-custom,6,32.00," Node #3",0,SSD,6,100,100,95,32.00,100,8696,8654,1440,5713,1000.00,demo.google.com,Cluster-c473761
VM-64060,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),789,0,693,0,0,96,n1-custom,4,8.00," Node #8",0,HDD,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-62887,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1174,0,1126,0,0,48,n1-custom,8,7.25," Node #9",0,HDD,8,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3165806,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2408,0,2353,0,0,55,n1-custom,6,56.00," Node #1",0,HDD,6,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-454902,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),741,0,693,0,0,48,n1-custom,4,8.00," Node #13",0,HDD,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-122356,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),338,0,287,0,0,51,n1-custom,2,2.00," Node #4",0,SSD,1,100,67,19,1.00,100,624,510,305,1067,25.00,demo.google.com,Cluster-c473761
VM-125425,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),837,0,693,0,0,144,n1-custom,4,8.00," Node #12",0,HDD,4,,,,8.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-3270565,PoweredOn,Powered On,Linux 3.10.0-957.el7.x86_64 CentOS Linux release 7.8.2003 (Core),234,132,0,0,0,102,e2-medium,1,4.00,,0,SSD,2,89,8,5,4.00,100,383,156,367,10254,50.00,demo.google.com,Cluster-c473761
VM-122694,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),467,0,347,0,0,120,n1-custom,2,4.00," Node #9",0,HDD,2,,,,4.00,,,,,,250.00,demo.google.com,Cluster-c473761
VM-1821086,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),813,0,693,0,0,120,n1-custom,4,8.00," Node #11",0,HDD,4,,,,8.00,,,,,,250.00,demo.google.com,Cluster-c473761
VM-3296509,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1011,0,705,0,0,306,n1-custom,2,16.00," Node #11",0,SSD,2,100,61,11,16.00,100,1310,1310,918,1033,150.00,demo.google.com,Cluster-c473761
VM-2752210,PoweredOn,Powered On,Ubuntu Linux (64-bit),141,132,0,0,0,9,e2-medium,1,4.00,,0,HDD,2,5,1,1,4.00,78,12,0,12,2913,19.53,demo.google.com,Cluster-c473761
VM-1131228,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),142,132,0,0,0,10,e2-medium,1,4.00,,0,HDD,1,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-167582,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2930,0,2330,0,0,600,n1-custom,10,40.00," Node #11",0,HDD,10,,,,40.00,,,,,,1250.00,demo.google.com,Cluster-c472963
VM-616420,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),408,0,347,0,0,61,n1-custom,2,4.00," Node #10",0,SSD,2,100,3,2,4.00,100,1376,1374,427,5112,30.00,demo.google.com,Cluster-c473761
VM-414301,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),753,0,705,0,0,48,n1-custom,2,16.00," Node #12",0,HDD,2,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-46779,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),938,746,0,0,0,192,e2-custom,6,20.00,,0,HDD,6,,,,20.00,,,,,,400.00,demo.google.com,Cluster-c473761
VM-27839,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-931949,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),900,0,693,0,0,207,n1-custom,4,8.00," Node #6",0,HDD,4,,,,8.00,,,,,,432.00,demo.google.com,Cluster-c473761
VM-113466,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1483,0,1387,0,0,96,n1-custom,8,16.00," Node #13",0,HDD,8,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c344303
VM-3297133,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1317,0,705,0,0,612,n1-custom,2,16.00," Node #2",0,SSD,2,100,100,64,16.00,100,1913,1911,1300,3073,300.00,demo.google.com,Cluster-c473761
VM-1455663,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2199,0,2103,0,0,96,n1-custom,8,40.00," Node #1",0,HDD,8,,,,40.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-2163908,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),731,0,693,0,0,38,n1-custom,4,8.00," Node #3",0,HDD,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-2843498,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),789,0,693,0,0,96,n1-custom,4,8.00," Node #4",0,HDD,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c472963
VM-2010963,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1327,0,1159,0,0,168,n1-custom,6,16.00," Node #6",0,HDD,6,,,,16.00,,,,,,350.00,demo.google.com,Cluster-c473761
VM-1545961_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),316,0,287,0,0,29,n1-custom,2,2.00," Node #4",0,HDD,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-2704876,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),361,0,347,0,0,14,n1-custom,2,4.00," Node #7",0,HDD,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2908607,PoweredOn,Powered On,Linux 4.19.52 Other Linux 4.x or later kernel,388,264,0,0,0,124,e2-standard-2,2,8.00,,0,SSD,2,100,53,19,8.00,56,187,173,49,5169,61.00,demo.google.com,Cluster-c473761
VM-3166089,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),3270,0,3035,0,0,235,n1-custom,12,56.00," Node #11",0,SSD,12,100,100,53,56.00,100,2446,1380,1981,1011,115.00,demo.google.com,Cluster-c473761
VM-2753857,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),731,0,693,0,0,38,n1-custom,4,8.00," Node #1",0,HDD,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-1641542,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),668,0,634,0,0,34,n1-custom,4,6.00," Node #2",0,HDD,4,,,,6.00,,,,,,70.00,demo.google.com,Cluster-c473761
VM-186812,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),821,0,753,0,0,68,n1-custom,4,10.00," Node #10",0,HDD,3,,,,10.00,,,,,,141.00,demo.google.com,Cluster-c473761
VM-9209,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),538,0,466,0,0,72,n1-custom,2,8.00," Node #2",0,HDD,2,,,,8.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-2998491,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),361,0,347,0,0,14,n1-custom,2,4.00," Node #5",0,HDD,2,12,1,1,4.00,54,51,8,44,502,30.00,demo.google.com,Cluster-c473761
VM-1084859_replica,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2003,0,1864,0,0,139,n1-custom,8,32.00," Node #4",0,HDD,8,,,,32.00,,,,,,290.00,demo.google.com,Cluster-c344303
VM-92543,PoweredOn,Powered Off,Ubuntu Linux (64-bit),520,436,0,0,0,84,e2-custom,4,8.00,,0,HDD,4,,,,8.00,,,,,,175.00,demo.google.com,Cluster-c472963
VM-1906064,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1095,0,1052,0,0,43,n1-custom,4,20.00," Node #8",0,HDD,4,,,,20.00,,,,,,90.00,demo.google.com,Cluster-c473761
VM-414312,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),371,0,347,0,0,24,n1-custom,2,4.00," Node #2",0,HDD,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c862031
VM-183410,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),897,0,753,0,0,144,n1-custom,4,10.00," Node #7",0,HDD,4,,,,10.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-62803,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1342,0,932,0,0,410,n1-custom,4,16.00," Node #8",0,SSD,4,62,32,4,16.00,100,570,29,570,2946,201.00,demo.google.com,Cluster-c473761
VM-274816,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1207,0,1159,0,0,48,n1-custom,6,16.00," Node #9",0,HDD,6,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-113678,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1374,0,1182,0,0,192,n1-custom,2,32.00," Node #11",0,HDD,2,,,,32.00,,,,,,400.00,demo.google.com,Cluster-c344303
VM-160780,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1196,0,1148,0,0,48,n1-custom,8,8.00," Node #11",0,HDD,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-113488,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),928,0,287,0,0,641,n1-custom,2,2.00," Node #6",0,HDD,2,,,,2.00,,,,,,1335.00,demo.google.com,Cluster-c472963
VM-788297,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2223,0,2103,0,0,120,n1-custom,8,40.00," Node #8",0,HDD,8,,,,40.00,,,,,,251.00,demo.google.com,Cluster-c473761
VM-728342,PoweredOn,Powered Off,FreeBSD (64-bit),205,195,0,0,0,10,e2-highcpu-2,2,2.00,,0,HDD,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-2186371,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),669,621,0,0,0,48,e2-custom,4,24.00,,0,HDD,4,1,0,0,24.00,8,15,0,15,41,100.00,demo.google.com,Cluster-c473761
VM-783970,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),970,0,634,0,0,336,n1-custom,4,6.00," Node #1",0,HDD,4,,,,6.00,,,,,,700.00,demo.google.com,Cluster-c473761
VM-1991540,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1218,0,932,0,0,286,n1-custom,4,16.00," Node #10",0,SSD,4,100,18,8,16.00,100,2476,2472,1478,22958,140.00,demo.google.com,Cluster-c473761
VM-29655,PoweredOn,Powered Off,Other Linux (32-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-123079,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1646,0,932,0,0,714,n1-custom,4,16.00," Node #7",0,SSD,4,100,32,13,16.00,100,9763,9753,901,1099,350.00,demo.google.com,Cluster-c473761
VM-175067,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1303,0,1111,0,0,192,n1-custom,4,22.00," Node #6",0,HDD,4,,,,22.00,,,,,,400.00,demo.google.com,Cluster-c472963
VM-122387,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),571,0,347,0,0,224,n1-custom,2,4.00," Node #8",0,SSD,1,100,81,16,4.00,94,1551,1536,787,1035,110.00,demo.google.com,Cluster-c473761
VM-1428099,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2259,0,2211,0,0,48,n1-custom,10,36.00," Node #2",0,HDD,10,,,,36.00,,,,,,100.00,demo.google.com,Cluster-c472963
VM-113685,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),991,0,693,0,0,298,n1-custom,4,8.00," Node #12",0,HDD,4,,,,8.00,,,,,,620.00,demo.google.com,Cluster-c344303
VM-3300832,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),449,0,347,0,0,102,n1-custom,2,4.00," Node #1",0,SSD,2,76,22,2,4.00,100,1668,1542,126,32,50.00,demo.google.com,Cluster-c473761
VM-1495798,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1136,0,932,0,0,204,n1-custom,4,16.00," Node #5",0,SSD,4,85,30,29,16.00,100,1360,609,1360,1427,100.00,demo.google.com,Cluster-c473761
VM-1912517,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),304,0,287,0,0,17,n1-custom,2,2.00," Node #1",0,HDD,1,,,,2.00,,,,,,35.00,demo.google.com,Cluster-c473761
VM-128769,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),419,0,317,0,0,102,n1-custom,2,3.00," Node #7",0,SSD,1,100,25,3,3.00,100,2252,1465,1337,367,50.00,demo.google.com,Cluster-c473761
VM-3231989,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),132,132,0,0,0,0,e2-medium,1,4.00,,0,HDD,1,,,,2.00,,,,,,0.10,demo.google.com,Cluster-c473761
VM-702,PoweredOn,Powered On,Other Linux (32-bit),161,132,0,0,0,29,e2-medium,1,4.00,,0,HDD,1,15,1,0,2.00,99,10,3,10,566,60.00,demo.google.com,Cluster-c473761
VM-1367533,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1148,0,1126,0,0,22,n1-custom,8,7.25," Node #8",0,HDD,8,,,,4.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-3300384,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),158,132,0,0,0,26,e2-medium,1,4.00,,0,SSD,1,92,32,7,3.00,84,2722,2721,7,147,12.50,demo.google.com,Cluster-c473761
