On-Prem IT Cloud Simulator for Google Demo Customer
,
Applied Filters
None
,
Card Settings
Physical Host System Cost,"$8,000"
Hardware/ Software Depreciation Term,5 years
Shared Storage Cost/ GB,$6.00
Average Host RAM Cost/ GB,$24.00
vSphere Support,Production
Hypervisor/ELA Discount,15%
Annual License Cost/ VM,$350
Annual License Cost/ Host,"$12,000"
Environmental Costs Excluded,No
Average Watts/ Host,"430"
Cost/ kWh Electricity,$0.105
Cooling to Power Ratio,"1.8"
,
Rightsizing Criteria
If the configuration was at,Peak vCPU and Peak vRAM Usage
Do not resize below CPU and Memory reservations,No
,
Table Data
VM Name,Tags,VM State,Guest OS,VM Cost / Year ($),Compute Cost Portion ($),Storage Cost Portion ($),Adjusted Consumed VM Cost / Year ($),Adjusted Consumed Compute Cost Portion ($),Adjusted Consumed Storage Cost Portion ($),vCPU,vCPU Peak Usage (%),vCPU 99th %-ile Usage (%),vCPU 95th %-ile Usage (%),vRAM (GB),vRAM Peak Usage (%),Peak IOPS,Peak Reads,Peak Writes,Peak Latency (ms),vDisk Capacity (GB),vCenter Name,Cluster Name
VM-1906064,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1068,764,304,,,304,4,,,,20.00,,,,,,90.00,demo.google.com,Cluster-c473761
VM-414312,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),881,712,169,,,169,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c862031
VM-183410,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1755,742,1013,,,1013,4,,,,10.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-62803,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1434,755,679,1426,747,679,4,62,32,4,16.00,100,570,29,570,2946,201.00,demo.google.com,Cluster-c473761
VM-274816,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1110,772,338,,,338,6,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-113678,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2126,775,1351,,,1351,2,,,,32.00,,,,,,400.00,demo.google.com,Cluster-c344303
VM-160780,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1108,770,338,,,338,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-113488,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),5217,707,4510,,,4510,2,,,,2.00,,,,,,1335.00,demo.google.com,Cluster-c472963
VM-788297,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1690,842,848,,,848,8,,,,40.00,,,,,,251.00,demo.google.com,Cluster-c473761
VM-728342,PoweredOn,Powered Off,FreeBSD (64-bit),775,707,68,,,68,2,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-2186371,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),1111,773,338,1037,699,338,4,1,0,0,24.00,8,15,0,15,41,100.00,demo.google.com,Cluster-c473761
VM-783970,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),3098,733,2365,,,2365,4,,,,6.00,,,,,,700.00,demo.google.com,Cluster-c473761
VM-1991540,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,755,473,1228,755,473,4,100,18,8,16.00,100,2476,2472,1478,22958,140.00,demo.google.com,Cluster-c473761
VM-29655,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-123079,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1937,755,1182,1937,755,1182,4,100,32,13,16.00,100,9763,9753,901,1099,350.00,demo.google.com,Cluster-c473761
VM-175067,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2120,769,1351,,,1351,4,,,,22.00,,,,,,400.00,demo.google.com,Cluster-c472963
VM-122387,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),1076,704,372,1075,703,372,1,100,81,16,4.00,94,1551,1536,787,1035,110.00,demo.google.com,Cluster-c473761
VM-1428099,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1188,850,338,,,338,10,,,,36.00,,,,,,100.00,demo.google.com,Cluster-c472963
VM-113685,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2832,737,2095,,,2095,4,,,,8.00,,,,,,620.00,demo.google.com,Cluster-c344303
VM-3300832,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),881,712,169,881,712,169,2,76,22,2,4.00,100,1668,1542,126,32,50.00,demo.google.com,Cluster-c473761
VM-1495798,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1093,755,338,1093,755,338,4,85,30,29,16.00,100,1360,609,1360,1427,100.00,demo.google.com,Cluster-c473761
VM-1912517,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),817,699,118,,,118,1,,,,2.00,,,,,,35.00,demo.google.com,Cluster-c473761
VM-128769,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),870,701,169,870,701,169,1,100,25,3,3.00,100,2252,1465,1337,367,50.00,demo.google.com,Cluster-c473761
VM-3231989,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),699,699,0,,,0,1,,,,2.00,,,,,,0.10,demo.google.com,Cluster-c473761
VM-702,PoweredOn,Powered On,Other Linux (32-bit),902,699,203,902,699,203,1,15,1,0,2.00,99,10,3,10,566,60.00,demo.google.com,Cluster-c473761
VM-1367533,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),913,761,152,,,152,8,,,,4.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-3300384,PoweredOn,Powered On,Linux 4.7.4Zerto+ Debian GNU/Linux 8.5 (jessie),743,701,42,742,700,42,1,92,32,7,3.00,84,2722,2721,7,147,12.50,demo.google.com,Cluster-c473761
VM-427185,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1093,755,338,,,338,4,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-567857,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1413,737,676,,,676,4,,,,8.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-3111845,PoweredOn,Powered On,"Linux 4.9.194 NAME=Buildroot
VERSION=2019.02.6
ID=buildroot
VERSION_ID=2019.02.6
PRETTY_NAME=""Buildroot 2019.02.6""
APPLIANCE_VERSION=""v2.4.0""",762,721,41,762,721,41,2,100,47,8,8.00,100,18,0,18,5637,12.00,demo.google.com,Cluster-c473761
VM-1962747,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1350,809,541,,,541,4,,,,40.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-27841,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,698,695,3,1,100,1,1,0.13,100,0,0,0,0,1.00,demo.google.com,Cluster-c473761
VM-3008490,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),930,761,169,881,712,169,8,23,1,1,4.00,100,253,138,252,1216,50.00,demo.google.com,Cluster-c473761
VM-2716982,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),847,712,135,,,135,2,,,,4.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-1493143,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2444,755,1689,,,1689,4,,,,16.00,,,,,,499.87,demo.google.com,Cluster-c344303
VM-1820994,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1431,755,676,,,676,4,,,,16.00,,,,,,200.00,demo.google.com,Cluster-c473761
VM-446044_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,699,203,,,203,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-122619,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),868,699,169,868,699,169,1,100,100,5,2.00,100,1335,1332,1154,14815,50.00,demo.google.com,Cluster-c473761
VM-515887,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1050,712,338,,,338,2,,,,4.00,,,,,,100.00,demo.google.com,Cluster-c862031
VM-140368,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1113,775,338,,,338,8,,,,10.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1827613,PoweredOn,Powered Off,Other Linux (64-bit),4196,737,3459,,,3459,4,,,,8.00,,,,,,1024.00,demo.google.com,Cluster-c473761
VM-427174,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1093,755,338,,,338,4,,,,16.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3154846,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1300,911,389,,,389,12,,,,56.00,,,,,,115.00,demo.google.com,Cluster-c473761
VM-3077900,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),822,721,101,,,101,2,,,,8.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-2727376,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),991,721,270,982,712,270,2,48,5,3,8.00,98,62,0,62,5489,80.00,demo.google.com,Cluster-c473761
VM-2659415,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),2073,755,1318,2073,755,1318,4,79,37,30,16.00,99,762,102,759,1688,390.00,demo.google.com,Cluster-c473761
VM-2011107,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1211,806,405,,,405,8,,,,24.00,,,,,,120.00,demo.google.com,Cluster-c473761
VM-122380,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),2183,730,1453,,,1453,2,,,,12.00,,,,,,430.00,demo.google.com,Cluster-c473761
VM-3285700,PoweredOn,Powered Off,Microsoft Windows Server 2003 (64-bit),7419,824,6595,,,6595,8,,,,31.99,,,,,,1952.11,demo.google.com,Cluster-c473761
VM-167581,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1597,752,845,,,845,2,,,,22.00,,,,,,250.00,demo.google.com,Cluster-c472963
VM-1106428,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),1725,712,1013,,,1013,1,,,,8.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-1746558,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-122750,Hadoop;PoweredOn,Powered Off,Red Hat Enterprise Linux 5 (64-bit),697,697,0,,,0,1,,,,1.00,,,,,,0.10,demo.google.com,Cluster-c473761
VM-1630754,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),924,721,203,,,203,2,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-169416,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1130,725,405,1130,725,405,3,100,41,10,6.00,100,2550,2526,968,2633,120.00,demo.google.com,Cluster-c473761
VM-2444291,PoweredOn,Powered On,Red Hat Enterprise Linux 7 (64-bit),1093,755,338,1054,716,338,4,4,1,0,16.00,60,18,0,18,434,100.00,demo.google.com,Cluster-c473761
VM-29638,PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),881,712,169,881,712,169,2,100,56,34,4.00,100,3317,2397,1690,4176,50.00,demo.google.com,Cluster-c473761
VM-879746,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),881,712,169,,,169,2,,,,4.00,,,,,,50.00,demo.google.com,Cluster-c473761
VM-316862,PoweredOn,Powered Off,Debian GNU/Linux 6 (64-bit),704,697,7,,,7,1,,,,1.00,,,,,,2.00,demo.google.com,Cluster-c473761
VM-428148,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,721,507,1228,721,507,2,100,13,2,8.00,100,598,595,83,1107,150.00,demo.google.com,Cluster-c473761
VM-1399121,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),922,770,152,881,729,152,8,35,7,4,8.00,100,105,103,46,3708,45.00,demo.google.com,Cluster-c473761
VM-86491,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2003 Standard (32-bit),842,707,135,842,707,135,2,100,69,50,2.00,100,6263,5057,2039,2293,40.00,demo.google.com,Cluster-c473761
VM-3300830,PoweredOn,Powered On,Red Hat Enterprise Linux 5 (32-bit),773,705,68,763,695,68,2,16,14,7,1.00,41,157,148,63,21,20.00,demo.google.com,Cluster-c473761
VM-122302,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1025,755,270,1025,755,270,4,100,6,2,16.00,100,2973,2972,1085,3644,80.00,demo.google.com,Cluster-c473761
VM-2644048,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1549,806,743,1541,798,743,8,77,20,13,24.00,100,2656,1240,2115,1650,220.00,demo.google.com,Cluster-c473761
VM-3298913,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),931,728,203,931,728,203,4,75,32,4,4.00,100,1717,1653,752,1067,60.00,demo.google.com,Cluster-c473761
VM-122742,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1915,699,1216,,,1216,1,,,,2.00,,,,,,360.00,demo.google.com,Cluster-c473761
VM-2876289,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),13119,788,12331,13103,772,12331,8,65,18,12,16.00,100,7846,3676,4740,3253,3650.00,demo.google.com,Cluster-c473761
VM-2631243,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1470,929,541,,,541,12,,,,64.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-1322837,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1219,712,507,,,507,2,,,,4.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-3169289,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),941,721,220,,,220,2,,,,8.00,,,,,,65.00,demo.google.com,Cluster-c473761
VM-718580,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1754,737,1017,,,1017,4,,,,8.00,,,,,,301.00,demo.google.com,Cluster-c473761
VM-3300577,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1759,746,1013,1739,726,1013,4,37,30,26,12.00,87,602,590,148,38,300.00,demo.google.com,Cluster-c473761
VM-123054,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),7646,721,6925,,,6925,2,,,,8.00,,,,,,2050.00,demo.google.com,Cluster-c473761
VM-34462,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1142,737,405,,,405,4,,,,8.00,,,,,,120.00,demo.google.com,Cluster-c473761
VM-414376,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1397,721,676,1397,721,676,2,100,22,10,8.00,100,932,924,472,2495,200.00,demo.google.com,Cluster-c473761
VM-2874035,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2444,755,1689,,,1689,4,,,,16.00,,,,,,500.00,demo.google.com,Cluster-c473761
VM-122336,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1100,728,372,,,372,4,,,,4.00,,,,,,110.00,demo.google.com,Cluster-c473761
VM-433973,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2950524,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),924,755,169,924,755,169,4,100,39,33,16.00,100,342,334,92,1178,50.00,demo.google.com,Cluster-c473761
VM-3231883,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),941,721,220,,,220,2,,,,8.00,,,,,,65.00,demo.google.com,Cluster-c473761
VM-3279807,PoweredOn,Powered Off,Red Hat Enterprise Linux 6 (64-bit),16505,965,15540,,,15540,12,,,,80.00,,,,,,4600.00,demo.google.com,Cluster-c473761
VM-113491,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),7885,824,7061,,,7061,8,,,,32.00,,,,,,2090.00,demo.google.com,Cluster-c472963
VM-473751_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1557,712,845,,,845,2,,,,4.00,,,,,,250.00,demo.google.com,Cluster-c473761
VM-122634,Hadoop;PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),868,699,169,868,699,169,1,100,5,3,2.00,100,782,537,776,1379,50.00,demo.google.com,Cluster-c473761
VM-122754,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 (32-bit),767,699,68,,,68,1,,,,2.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-875839,PoweredOn,Powered Off,FreeBSD (64-bit),780,712,68,,,68,2,,,,4.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-2716965,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),847,712,135,,,135,2,,,,4.00,,,,,,40.00,demo.google.com,Cluster-c473761
VM-848312,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1247,737,510,,,510,4,,,,8.00,,,,,,151.00,demo.google.com,Cluster-c473761
VM-2717129,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2023,962,1061,,,1061,16,,,,64.00,,,,,,314.00,demo.google.com,Cluster-c473761
VM-3028160,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1735,755,980,,,980,4,,,,16.00,,,,,,290.00,demo.google.com,Cluster-c862031
VM-1295378,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1811,730,1081,,,1081,2,,,,12.00,,,,,,320.00,demo.google.com,Cluster-c344303
VM-2600282,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1701,755,946,,,946,4,,,,16.00,,,,,,280.00,demo.google.com,Cluster-c473761
VM-2859262,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),913,761,152,,,152,8,,,,4.00,,,,,,45.00,demo.google.com,Cluster-c344303
VM-2444049,PoweredOn,Powered Off,Red Hat Enterprise Linux 7 (64-bit),1035,697,338,,,338,1,,,,1.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-1454305,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),924,721,203,923,720,203,2,70,1,1,8.00,94,272,262,16,65,60.00,demo.google.com,Cluster-c473761
VM-122353,Hadoop;PoweredOn,Powered On,Other Linux (64-bit),915,712,203,911,708,203,2,62,2,1,4.00,61,692,663,63,3026,60.00,demo.google.com,Cluster-c473761
VM-2957014,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),8613,755,7858,,,7858,4,,,,16.00,,,,,,2326.00,demo.google.com,Cluster-c344303
VM-448619,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1219,712,507,,,507,2,,,,4.00,,,,,,150.00,demo.google.com,Cluster-c473761
VM-641263,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),3303,766,2537,3303,766,2537,2,100,88,69,28.00,100,3561,3560,3207,3732,751.00,demo.google.com,Cluster-c473761
VM-2859238_replica,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),3705,766,2939,,,2939,2,,,,28.00,,,,,,870.00,demo.google.com,Cluster-c472963
VM-2962951,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1750,737,1013,,,1013,4,,,,8.00,,,,,,300.00,demo.google.com,Cluster-c473761
VM-3226386,PoweredOn,Powered Off,Microsoft Windows Server 2016 (64-bit),5568,737,4831,,,4831,4,,,,8.00,,,,,,1430.00,demo.google.com,Cluster-c473761
VM-15196,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-1962761,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1350,809,541,,,541,4,,,,40.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-163498,PoweredOn,Powered Off,Microsoft Windows Server 2008 (32-bit),4094,712,3382,,,3382,2,,,,4.00,,,,,,1001.00,demo.google.com,Cluster-c473761
VM-1294234,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-3166030,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,911,389,1300,911,389,12,100,59,41,56.00,100,1794,1145,1787,3956,115.00,demo.google.com,Cluster-c473761
VM-1764255,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1075,737,338,,,338,4,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-2605107,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,712,270,,,270,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c862031
VM-892325,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1349,808,541,,,541,6,,,,32.00,,,,,,160.00,demo.google.com,Cluster-c344303
VM-2784331,PoweredOn,Powered On,Linux 3.10.0-957.el7.x86_64 CentOS Linux release 7.6.1810 (Core) ,1037,699,338,1037,699,338,1,7,2,1,2.00,92,10,3,10,189,100.00,demo.google.com,Cluster-c473761
VM-122371,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1144,772,372,,,372,6,,,,16.00,,,,,,110.00,demo.google.com,Cluster-c473761
VM-775036,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),940,737,203,,,203,4,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c862031
VM-1851743,PoweredOn,Powered Off,Other Linux (64-bit),4196,737,3459,,,3459,4,,,,8.00,,,,,,1024.00,demo.google.com,Cluster-c862031
VM-122718,Hadoop;PoweredOn;win2008on;windows_power_on,Powered On,Microsoft Windows Server 2008 (32-bit),1440,764,676,1440,764,676,4,100,24,14,20.00,100,1692,1686,856,1058,200.00,demo.google.com,Cluster-c473761
VM-1294232,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-1991550,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1228,755,473,1220,747,473,4,74,17,6,16.00,100,1972,1968,1388,2077,140.00,demo.google.com,Cluster-c473761
VM-3178933,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),13052,721,12331,,,12331,2,,,,8.00,,,,,,3650.00,demo.google.com,Cluster-c473761
VM-1454307,PoweredOn,Powered On,Red Hat Enterprise Linux 6 (64-bit),924,721,203,902,699,203,2,9,0,0,8.00,23,8,0,8,73,60.00,demo.google.com,Cluster-c473761
VM-427172,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,712,270,,,270,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1200373,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),813,712,101,,,101,2,,,,4.00,,,,,,30.00,demo.google.com,Cluster-c473761
VM-1991627,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2012 (64-bit),1532,755,777,1532,755,777,4,100,43,29,16.00,100,4261,4228,1280,2208,230.00,demo.google.com,Cluster-c473761
VM-3188949,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-427165,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),982,712,270,,,270,2,,,,4.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-1486025,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1126,788,338,1110,772,338,8,64,31,22,16.00,100,1438,1395,1405,1774,100.00,demo.google.com,Cluster-c473761
VM-122687,Hadoop;PoweredOn,Powered Off,Microsoft Windows Server 2008 (64-bit),783,699,84,,,84,1,,,,2.00,,,,,,25.00,demo.google.com,Cluster-c473761
VM-2753859_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1007,737,270,,,270,4,,,,8.00,,,,,,80.00,demo.google.com,Cluster-c473761
VM-2339042,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),915,712,203,,,203,2,,,,4.00,,,,,,60.00,demo.google.com,Cluster-c862031
VM-442584,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1329,721,608,1329,721,608,2,100,14,6,8.00,100,3283,3282,817,1876,180.00,demo.google.com,Cluster-c473761
VM-869280,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),5704,755,4949,,,4949,4,,,,16.00,,,,,,1465.00,demo.google.com,Cluster-c473761
VM-2186534,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1016,712,304,,,304,2,,,,4.00,,,,,,90.00,demo.google.com,Cluster-c344303
VM-874035,PoweredOn,Powered Off,FreeBSD (64-bit),780,712,68,,,68,2,,,,4.00,,,,,,20.00,demo.google.com,Cluster-c473761
VM-603021_replica,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1108,770,338,,,338,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-446044,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),902,699,203,,,203,1,,,,2.00,,,,,,60.00,demo.google.com,Cluster-c862031
VM-123078,PoweredOn;PowerOn/Win2008R2;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),1295,788,507,1262,755,507,8,45,23,16,16.00,100,2052,2045,876,1385,150.00,demo.google.com,Cluster-c473761
VM-2779962,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1645,699,946,,,946,1,,,,2.00,,,,,,280.00,demo.google.com,Cluster-c862031
VM-101431,PoweredOn,Powered Off,Other Linux (32-bit),698,695,3,,,3,1,,,,0.13,,,,,,1.00,demo.google.com,Cluster-c473761
VM-480495,PoweredOn;PowerOn/Win2008R2;wave1;windows_power_on,Powered On,Microsoft Windows Server 2008 R2 (64-bit),973,770,203,940,737,203,8,43,12,5,8.00,100,803,696,799,737,60.00,demo.google.com,Cluster-c473761
VM-2717130,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1200,737,463,,,463,4,,,,8.00,,,,,,137.00,demo.google.com,Cluster-c473761
VM-907024,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),2977,730,2247,,,2247,2,,,,12.00,,,,,,665.00,demo.google.com,Cluster-c472963
VM-2186157,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),940,737,203,,,203,4,,,,8.00,,,,,,60.00,demo.google.com,Cluster-c473761
VM-877249,PoweredOn,Powered Off,Microsoft Windows Server 2008 R2 (64-bit),1108,770,338,,,338,8,,,,8.00,,,,,,100.00,demo.google.com,Cluster-c473761
VM-3281612,PoweredOn,Powered Off,Microsoft Windows Server 2012 (64-bit),1278,737,541,,,541,4,,,,8.00,,,,,,160.00,demo.google.com,Cluster-c473761
VM-3166252,PoweredOn;windows_power_on,Powered On,Microsoft Windows Server 2016 (64-bit),1300,911,389,1300,911,389,12,100,64,45,56.00,100,1729,1515,1729,2701,115.00,demo.google.com,Cluster-c473761
